year,group,match,team,score,TPP,shots,target,possession,target_shots,coner.kicks,TPC,TPA,LPC_SPC,LPP,LPC,LPA,SPC,SPA,LPC_LPA,SPP,LPP_SPP,MPC,MPA,SPA_LPA,LB,CB,RB,BACK,LM,CM,RM,LF,CF,RF,LA,CA,RA,fouls,side,formation,Opponent,side_attack,result,cluster
2010,16,52,Mexico,1,75,16,6,49,0.375,5,389,522,0.584269663,0.604651163,52,86,89,123,0.604651163,0.723577236,0.835641495,248,313,1.430232558,3,7,5,0.066666667,13,21,20,12,8,11,28,43,29,26,64,433,Argentina,64,l,4
2010,16,53,Netherlands,2,74,16,9,52,0.5625,5,391,527,1.081967213,0.589285714,66,112,61,88,0.589285714,0.693181818,0.850117096,264,327,0.785714286,4,14,6,0.041666667,15,17,19,4,15,6,29,57,14,17,54,4231,Slovakia,54,w,2
2010,16,53,Slovakia,1,73,12,3,48,0.25,2,366,504,0.538461538,0.545454546,42,77,78,105,0.545454545,0.742857143,0.734265734,246,322,1.363636364,3,11,6,0.05,16,19,23,4,12,6,45,22,33,19,58,41212,Netherlands,58,l,3
2010,16,54,Brazil,3,63,17,6,50,0.352941176,8,282,451,0.546666667,0.445652174,41,92,75,116,0.445652174,0.646551724,0.689275362,166,243,1.260869566,3,14,5,0.045454545,14,18,15,5,16,10,25,42,33,14,52,41212,Chile,52,w,1
2010,16,54,Chile,0,65,15,3,50,0.2,6,329,507,0.392405063,0.382716049,31,81,79,126,0.382716049,0.626984127,0.610407876,219,300,1.555555555,3,9,4,0.0625,11,21,17,10,11,12,24,63,13,18,57,433,Brazil,57,l,4
2010,16,55,Paraguay,0,60,13,6,58,0.461538462,6,368,615,1.3125,0.446808511,63,141,48,104,0.446808511,0.461538462,0.968085106,257,370,0.737588652,4,12,6,0.045454545,15,16,20,8,14,5,56,22,22,26,58,4123,Japan,58,d,2
2010,16,55,Japan,0,53,12,5,42,0.416666667,5,225,428,0.484375,0.316326531,31,98,64,97,0.316326531,0.659793814,0.479432398,130,233,0.989795919,4,13,6,0.043478261,10,17,19,3,15,11,33,50,17,29,53,4123,Paraguay,53,d,1
2010,16,56,Spain,1,84,19,10,61,0.526315789,6,635,754,0.409638554,0.686868687,68,99,166,188,0.686868687,0.882978723,0.777899477,401,467,1.898989898,3,9,6,0.055555556,11,29,17,8,10,7,30,50,20,13,52,442,Portugal,52,w,4
2010,16,56,Portugal,0,70,9,3,39,0.333333333,3,315,453,0.428571429,0.43373494,36,83,84,113,0.43373494,0.743362832,0.583476764,195,257,1.361445784,6,16,7,0.034482759,16,19,11,7,17,1,28,43,29,18,48,4123,Spain,48,l,1
2010,8,57,Netherlands,2,73,11,5,51,0.454545455,4,307,422,0.85483871,0.504761905,53,105,62,75,0.504761905,0.826666667,0.610599078,192,242,0.714285714,2,12,5,0.052631579,15,19,22,2,13,10,14,29,57,19,56,4231,Brazil,56,w,2
2010,8,57,Brazil,1,75,15,4,49,0.266666667,8,325,435,0.518072289,0.5375,43,80,83,110,0.5375,0.754545455,0.712349398,199,245,1.375000001,3,14,7,0.041666667,10,22,16,4,16,8,39,15,46,20,48,41212,Netherlands,48,l,3
2010,8,58,Uruguay,1,52,14,6,48,0.428571429,12,254,493,0.962264151,0.418032787,51,122,53,108,0.418032787,0.490740741,0.851840396,150,263,0.885245901,4,13,4,0.047619048,15,16,20,5,15,8,66,17,17,23,56,442,Ghana,56,d,3
2010,8,58,Ghana,1,57,26,8,52,0.307692308,8,350,615,0.533333333,0.4,48,120,90,154,0.4,0.584415584,0.684444444,212,341,1.283333334,4,11,4,0.052631579,12,22,19,5,11,12,8,46,46,23,56,4141,Uruguay,56,d,1
2010,8,59,Argentina,0,72,20,7,53,0.35,5,446,623,0.215517241,0.462962963,25,54,116,168,0.462962963,0.69047619,0.670498084,305,401,3.111111115,3,10,4,0.058823529,11,23,19,7,12,11,7,43,50,20,55,41212,Germany,55,l,4
2010,8,59,Germany,4,63,18,6,47,0.333333333,4,334,529,0.376237624,0.520547945,38,73,101,165,0.520547945,0.612121212,0.850400109,195,291,2.260273975,5,10,7,0.045454545,9,17,19,11,11,11,50,14,36,14,62,4231,Argentina,62,w,3
2010,8,60,Paraguay,0,55,9,4,40,0.444444444,1,190,347,0.359375,0.255555556,23,90,64,90,0.255555556,0.711111111,0.359375,103,167,1,7,17,9,0.03030303,12,15,16,2,18,4,60,20,20,25,50,4132,Spain,50,l,1
2010,8,60,Spain,1,79,16,6,60,0.375,7,532,672,0.448529412,0.544642857,61,112,136,166,0.544642857,0.819277108,0.664784664,335,394,1.482142858,4,9,6,0.052631579,16,21,18,7,10,9,19,50,31,12,60,4132,Paraguay,60,w,4
2010,4,61,Uruguay,2,58,12,6,47,0.5,4,326,565,0.388888889,0.472972973,35,74,90,160,0.472972973,0.5625,0.840840841,201,331,2.162162162,3,9,6,0.055555556,16,16,24,11,12,3,57,29,14,15,63,442,Netherlands,63,l,3
2010,4,61,Netherlands,3,64,11,7,53,0.636363636,5,390,610,0.390909091,0.457446808,43,94,110,184,0.457446809,0.597826087,0.765183752,237,332,1.957446809,6,12,7,0.04,18,19,12,4,14,8,25,50,25,16,55,4231,Uruguay,55,w,2
2010,4,62,Germany,0,75,5,2,49,0.4,6,441,589,0.5625,0.463917526,45,97,80,105,0.463917526,0.761904762,0.608891753,316,387,1.082474227,3,12,10,0.04,15,18,20,4,13,5,57,14,29,9,57,4231,Spain,57,l,3
2010,4,62,Spain,1,81,13,5,51,0.384615385,7,590,731,0.557377049,0.612612613,68,111,122,154,0.612612613,0.792207792,0.773297888,400,466,1.387387387,2,8,4,0.071428571,12,23,20,9,10,12,24,38,38,7,59,4231,Germany,59,w,4
2010,3,63,Uruguay,2,62,16,7,47,0.4375,6,303,485,0.405063291,0.432432432,32,74,79,133,0.432432432,0.593984962,0.728019158,192,278,1.797297299,2,11,7,0.05,12,19,24,4,13,8,23,33,44,13,57,442,Germany,57,l,3
2010,3,63,Germany,3,66,18,7,53,0.388888889,12,393,591,0.369565217,0.404761905,34,84,92,138,0.404761905,0.666666667,0.607142857,267,369,1.642857143,4,10,6,0.05,15,19,15,11,11,9,31,38,31,11,60,4231,Uruguay,60,w,4
2010,1,64,Netherlands,0,62,13,5,43,0.384615385,6,294,475,1.12962963,0.512605042,61,119,54,98,0.512605042,0.551020408,0.930283224,179,258,0.823529412,5,17,11,0.03030303,9,15,17,3,18,5,36,9,55,28,50,4231,Spain,50,l,1
2010,1,64,Spain,1,76,19,6,57,0.315789474,8,542,715,0.432624113,0.544642857,61,112,141,174,0.544642857,0.810344828,0.672112462,340,429,1.553571428,5,8,4,0.058823529,15,26,20,5,9,8,20,47,33,19,57,4231,Netherlands,57,w,4
